calories,protein,fat,carbs,goal
193.52465823520762,9.256646441930982,10.468227349436239,67.2702994208898,muscle_gain
475.8500101408589,27.095047368917907,9.879151962879993,79.66813971913723,weight_loss
368.6770314875885,43.647291793820415,36.250183220841464,25.046789879249896,weight_loss
303.3426572565479,36.61124432047806,9.981847993980244,62.48740996069989,maintenance
86.44913381679389,40.328057393072484,10.87798904514524,57.17459831437487,maintenance
86.4373149647393,32.93916833553587,30.37593049671855,83.28303767882711,weight_loss
38.460969962417735,34.613828225892625,17.9895936980216,90.60870604812605,weight_loss
434.4263114297182,42.459782578265965,31.068422278207247,1.2156771477386807,muscle_gain
304.54635575417234,12.483400442959297,2.6146463025754096,67.40199190587927,maintenance
356.95556312006227,24.471248182157023,19.502847746935373,5.1835799119729025,muscle_gain
20.086402204943198,11.060472090980111,1.3445440073313053,54.88586650773559,muscle_gain
485.2558275593772,49.38340039983235,2.506128138214181,28.76327290436782,muscle_gain
417.8968939922066,47.202966984330665,36.25749813377644,30.67765995221412,weight_loss
114.04616423235531,1.971340568425295,5.5698148447038065,35.29585034523566,muscle_gain
99.09423393147931,35.27875862578442,21.296827291008682,62.12924490496101,muscle_gain
99.86820982818257,46.26241587078329,16.443824104028263,33.40499656687692,weight_loss
159.0786990501735,9.028767256366677,13.893733050353706,73.26990505902803,maintenance
267.13065149979656,28.397261527631475,35.9933338274909,40.45273855738697,maintenance
221.65305913463672,45.774414879402094,0.87293587101958,6.835320030995861,muscle_gain
152.70227869704053,1.697298929289942,26.551587447023564,78.37598424841073,weight_loss
309.8079184139659,34.871013362342,38.535777368542014,28.5758324592706,maintenance
78.3519917195005,14.867450368627539,22.40672733847368,43.276687959926264,muscle_gain
153.15087778225688,46.21980976882652,37.472898481323675,68.54438832219016,muscle_gain
189.51730321390895,48.552912258268385,2.0903151714409507,33.2456157148712,weight_loss
233.47429226634762,47.213324455671696,16.751732762966455,5.658565614671563,muscle_gain
394.73622108257666,23.71071083287319,10.406311638482046,37.39210470128136,maintenance
107.84015325759627,43.10213254946567,29.23283859922919,94.44485826943034,weight_loss
261.9748748226697,42.22746992675352,39.25188361988987,64.17343972985582,maintenance
300.2831387424008,15.955023662162782,10.261202497769911,67.1479148667207,maintenance
32.760702232798884,41.44577370753387,26.166984058962978,63.22821536376399,maintenance
307.6969774317048,1.850381735774631,7.923905310389605,19.899213895943678,muscle_gain
93.55682060677285,29.81349392410265,22.613210182864396,41.833386410228016,muscle_gain
41.87528056278696,11.500441864385152,18.557299467533447,75.09397983633183,maintenance
474.9539132541333,6.0283442888639405,38.88021318526148,10.137289755315916,maintenance
483.1596962065341,3.847660081460458,24.341090907858664,27.785277608971228,weight_loss
406.11470057706595,34.81443879390699,13.980254883472751,27.631910846585363,weight_loss
159.26074689495164,16.993748188403305,4.563831395517335,43.2018927594506,muscle_gain
57.859335863128095,36.238338576438075,6.049873149397382,98.0368740942185,muscle_gain
345.2741829909569,3.2678170399471185,9.012677198049403,6.750254668382194,weight_loss
225.67472193240465,15.764516891530517,10.03866645361192,51.870099438059505,maintenance
69.79873507394163,26.974564618766863,34.024642313645515,17.936468201221047,muscle_gain
252.6366859545224,39.53615824194818,22.448911531300997,97.06765454097442,maintenance
26.850375346457014,15.937625146603496,20.935636454974656,11.33035047274642,weight_loss
455.5669970186032,31.294568821850454,4.590754874768699,40.36010023615913,muscle_gain
136.8021909840083,44.29888741180935,34.4055877339774,73.78849848346061,muscle_gain
334.63591933345117,30.79315940911523,28.91257212833935,70.45544280274453,weight_loss
162.73842728381138,11.647973737681689,2.7067344760000633,42.272863689393226,muscle_gain
264.8333303771273,1.220039077826901,28.313403889190745,34.652416795271826,weight_loss
